id,video_name,label,person,frame_count
961,friend_004.MOV,Bạn bè,person_02,49
962,friend_005.MOV,Bạn bè,person_02,50
745,IMG_8026.MOV,Bố,person_02,42
746,IMG_8027.MOV,Bố,person_02,29
747,IMG_8028.MOV,Bố,person_02,28
748,IMG_8029.MOV,Bố,person_02,31
749,IMG_8030.MOV,Bố,person_02,29
750,IMG_8031.MOV,Bố,person_02,30
751,IMG_8032.MOV,Bố,person_02,32
752,IMG_8033.MOV,Bố,person_02,37
753,IMG_8034.MOV,Bố,person_02,31
754,IMG_8035.MOV,Bố,person_02,33
755,dad_001.mp4,Bố,person_02,35
756,dad_002.mp4,Bố,person_02,32
757,dad_003.mp4,Bố,person_02,27
758,dad_004.MOV,Bố,person_02,33
759,dad_005.mov,Bố,person_02,21
114,IMG_7941.MOV,Có,person_02,48
115,IMG_7942.MOV,Có,person_02,44
116,IMG_7943.MOV,Có,person_02,46
117,IMG_7944.MOV,Có,person_02,51
118,IMG_7945.MOV,Có,person_02,43
119,IMG_7946.MOV,Có,person_02,50
120,IMG_7947.MOV,Có,person_02,52
121,IMG_7948.MOV,Có,person_02,51
122,IMG_7949.MOV,Có,person_02,64
123,a.mov,Có,person_02,53
124,yes_001.mp4,Có,person_02,61
125,yes_002.mp4,Có,person_02,54
126,yes_003.mp4,Có,person_02,49
127,yes_004.mp4,Có,person_02,47
128,yes_005.mp4,Có,person_02,43
129,IMG_7921.MOV,Cảm ơn,person_02,40
130,IMG_7922.MOV,Cảm ơn,person_02,38
131,IMG_7923.MOV,Cảm ơn,person_02,50
132,IMG_7924.MOV,Cảm ơn,person_02,43
133,IMG_7925.MOV,Cảm ơn,person_02,44
134,IMG_7926.MOV,Cảm ơn,person_02,42
135,IMG_7927.MOV,Cảm ơn,person_02,40
136,IMG_7928.MOV,Cảm ơn,person_02,49
137,IMG_7929.MOV,Cảm ơn,person_02,42
138,IMG_7930.MOV,Cảm ơn,person_02,38
139,thanks_001.mp4,Cảm ơn,person_02,49
140,thanks_002.mp4,Cảm ơn,person_02,45
141,thanks_003.mp4,Cảm ơn,person_02,42
142,thanks_004.MOV,Cảm ơn,person_02,44
143,thanks_005.MOV,Cảm ơn,person_02,39
760,IMG_8036.MOV,Hiểu,person_02,46
761,IMG_8037.MOV,Hiểu,person_02,43
762,IMG_8038.MOV,Hiểu,person_02,40
763,IMG_8039.MOV,Hiểu,person_02,39
764,IMG_8040.MOV,Hiểu,person_02,43
765,IMG_8041.MOV,Hiểu,person_02,40
766,IMG_8042.MOV,Hiểu,person_02,40
767,IMG_8043.MOV,Hiểu,person_02,54
768,IMG_8044.MOV,Hiểu,person_02,48
769,IMG_8045.MOV,Hiểu,person_02,43
770,understand_001.MOV,Hiểu,person_02,22
771,understand_002.MOV,Hiểu,person_02,30
772,understand_003.MOV,Hiểu,person_02,32
773,understand_004.MOV,Hiểu,person_02,33
774,understand_005.MOV,Hiểu,person_02,30
144,IMG_7991.MOV,Hạnh phúc,person_02,45
145,IMG_7992.MOV,Hạnh phúc,person_02,48
146,IMG_7993.MOV,Hạnh phúc,person_02,42
147,IMG_7994.MOV,Hạnh phúc,person_02,46
148,IMG_7995.MOV,Hạnh phúc,person_02,45
149,IMG_7996.MOV,Hạnh phúc,person_02,54
150,IMG_7997.MOV,Hạnh phúc,person_02,46
151,IMG_7998.MOV,Hạnh phúc,person_02,74
152,IMG_7999.MOV,Hạnh phúc,person_02,50
153,IMG_8001.MOV,Hạnh phúc,person_02,71
154,happy_001.mp4,Hạnh phúc,person_02,47
155,happy_002.mp4,Hạnh phúc,person_02,47
156,happy_003.mp4,Hạnh phúc,person_02,42
157,happy_004.MOV,Hạnh phúc,person_02,55
775,IMG_8046.MOV,Học,person_02,37
776,IMG_8047.MOV,Học,person_02,36
777,IMG_8048.MOV,Học,person_02,37
778,IMG_8049.MOV,Học,person_02,39
779,IMG_8050.MOV,Học,person_02,43
780,IMG_8051.MOV,Học,person_02,33
781,IMG_8052.MOV,Học,person_02,36
782,IMG_8053.MOV,Học,person_02,33
783,IMG_8054.MOV,Học,person_02,29
784,IMG_8055.MOV,Học,person_02,34
785,learn_001.MOV,Học,person_02,30
786,learn_002.MOV,Học,person_02,30
787,learn_003.MOV,Học,person_02,23
788,learn_004.MOV,Học,person_02,24
789,learn_005.MOV,Học,person_02,23
158,IMG_7950.MOV,Không,person_02,40
159,IMG_7953.MOV,Không,person_02,42
160,IMG_7958.MOV,Không,person_02,37
161,IMG_7959.MOV,Không,person_02,40
162,no_001.mp4,Không,person_02,52
163,no_002.mp4,Không,person_02,48
164,no_003.mp4,Không,person_02,68
165,no_004.mp4,Không,person_02,44
166,no_005.mp4,Không,person_02,44
790,IMG_8056.MOV,Thích,person_02,45
791,IMG_8057.MOV,Thích,person_02,41
792,IMG_8058.MOV,Thích,person_02,44
793,IMG_8059.MOV,Thích,person_02,47
794,IMG_8060.MOV,Thích,person_02,42
795,IMG_8061.MOV,Thích,person_02,40
796,IMG_8062.MOV,Thích,person_02,41
797,IMG_8063.MOV,Thích,person_02,39
798,IMG_8064.MOV,Thích,person_02,38
799,IMG_8065.MOV,Thích,person_02,43
800,like_001.MOV,Thích,person_02,38
801,like_002.MOV,Thích,person_02,46
802,like_003.MOV,Thích,person_02,39
803,like_004.MOV,Thích,person_02,32
804,like_005.mov,Thích,person_02,43
167,IMG_7981.MOV,Tôi,person_02,36
168,IMG_7982.MOV,Tôi,person_02,30
169,IMG_7983.MOV,Tôi,person_02,27
170,IMG_7984.MOV,Tôi,person_02,27
171,IMG_7985.MOV,Tôi,person_02,29
172,IMG_7986.MOV,Tôi,person_02,30
173,IMG_7987.MOV,Tôi,person_02,27
174,IMG_7988.MOV,Tôi,person_02,32
175,IMG_7989.MOV,Tôi,person_02,32
176,IMG_7990.MOV,Tôi,person_02,26
177,me_001.MOV,Tôi,person_02,27
178,me_002.MOV,Tôi,person_02,27
179,me_003.MOV,Tôi,person_02,39
180,me_004.MOV,Tôi,person_02,31
181,me_005.MOV,Tôi,person_02,13
182,IMG_7910.MOV,Tạm biệt,person_02,45
183,IMG_7911.MOV,Tạm biệt,person_02,44
184,IMG_7912.MOV,Tạm biệt,person_02,42
185,IMG_7914.MOV,Tạm biệt,person_02,41
186,IMG_7915.MOV,Tạm biệt,person_02,42
187,IMG_7916.MOV,Tạm biệt,person_02,48
188,IMG_7917.MOV,Tạm biệt,person_02,39
189,IMG_7918.MOV,Tạm biệt,person_02,49
190,IMG_7919.MOV,Tạm biệt,person_02,39
191,IMG_7920.MOV,Tạm biệt,person_02,47
192,goodbye_001.MOV,Tạm biệt,person_02,46
193,goodbye_002.MOV,Tạm biệt,person_02,41
194,goodbye_003.MOV,Tạm biệt,person_02,46
195,goodbye_004.MOV,Tạm biệt,person_02,56
196,goodbye_005.MOV,Tạm biệt,person_02,56
197,IMG_7971.MOV,Uống,person_02,32
198,IMG_7972.MOV,Uống,person_02,34
199,IMG_7973.MOV,Uống,person_02,32
200,IMG_7974.MOV,Uống,person_02,34
201,IMG_7975.MOV,Uống,person_02,34
202,IMG_7976.MOV,Uống,person_02,34
203,IMG_7977.MOV,Uống,person_02,35
204,IMG_7978.MOV,Uống,person_02,36
205,IMG_7979.MOV,Uống,person_02,29
206,IMG_7980.MOV,Uống,person_02,31
207,drink_001.MOV,Uống,person_02,42
208,drink_002.MOV,Uống,person_02,34
209,drink_003.mp4,Uống,person_02,30
210,drink_004.mp4,Uống,person_02,34
211,drink_005.mp4,Uống,person_02,35
212,IMG_7900.MOV,Xin chào,person_02,36
213,IMG_7901.MOV,Xin chào,person_02,32
214,IMG_7902.MOV,Xin chào,person_02,28
215,IMG_7903.MOV,Xin chào,person_02,37
216,IMG_7904.MOV,Xin chào,person_02,33
217,IMG_7905.MOV,Xin chào,person_02,39
218,IMG_7906.MOV,Xin chào,person_02,46
219,IMG_7907.MOV,Xin chào,person_02,31
220,IMG_7908.MOV,Xin chào,person_02,30
221,IMG_7909.MOV,Xin chào,person_02,38
222,hello_001.mp4,Xin chào,person_02,50
223,hello_002.mp4,Xin chào,person_02,44
224,hello_003.mp4,Xin chào,person_02,39
225,hello_004.mp4,Xin chào,person_02,34
226,hello_005.MOV,Xin chào,person_02,30
227,IMG_7931.MOV,Xin lỗi,person_02,59
228,IMG_7932.MOV,Xin lỗi,person_02,62
229,IMG_7933.MOV,Xin lỗi,person_02,70
230,IMG_7934.MOV,Xin lỗi,person_02,65
231,IMG_7935.MOV,Xin lỗi,person_02,56
232,IMG_7936.MOV,Xin lỗi,person_02,85
233,IMG_7937.MOV,Xin lỗi,person_02,59
234,IMG_7938.MOV,Xin lỗi,person_02,63
235,IMG_7939.MOV,Xin lỗi,person_02,62
236,IMG_7940.MOV,Xin lỗi,person_02,65
237,sorry_001.mp4,Xin lỗi,person_02,85
238,sorry_002.mp4,Xin lỗi,person_02,75
239,sorry_003.mp4,Xin lỗi,person_02,74
240,sorry_004.MOV,Xin lỗi,person_02,81
241,sorry_005.MOV,Xin lỗi,person_02,92
242,IMG_7961.MOV,Ăn,person_02,21
243,IMG_7962.MOV,Ăn,person_02,22
244,IMG_7963.MOV,Ăn,person_02,21
245,IMG_7964.MOV,Ăn,person_02,18
246,IMG_7965.MOV,Ăn,person_02,19
247,IMG_7967.MOV,Ăn,person_02,22
248,IMG_7968.MOV,Ăn,person_02,20
249,IMG_7969.MOV,Ăn,person_02,24
250,eat_001.mp4,Ăn,person_02,33
251,eat_002.mp4,Ăn,person_02,33
252,eat_003.mp4,Ăn,person_02,32
253,eat_004.MOV,Ăn,person_02,31
254,eat_005.MOV,Ăn,person_02,26
963,friend_001.MOV,Bạn bè,person_03,71
964,friend_002.MOV,Bạn bè,person_03,54
965,friend_003.mov,Bạn bè,person_03,65
805,dad_001.MOV,Bố,person_03,76
806,dad_002.MOV,Bố,person_03,70
807,dad_003.MOV,Bố,person_03,37
808,dad_004.MOV,Bố,person_03,58
809,dad_005.MOV,Bố,person_03,48
594,7912629543939.mp4,Có,person_03,64
595,7912629986090.mp4,Có,person_03,63
255,IMG_2359.MOV,Có,person_03,69
256,IMG_2360.MOV,Có,person_03,79
257,IMG_2361.MOV,Có,person_03,69
258,IMG_2362.MOV,Có,person_03,74
259,IMG_2363.MOV,Có,person_03,68
260,IMG_2364.MOV,Có,person_03,76
261,IMG_2365.MOV,Có,person_03,77
262,IMG_2366.MOV,Có,person_03,69
263,IMG_2367.MOV,Có,person_03,72
264,IMG_2368.MOV,Có,person_03,65
265,IMG_2369.MOV,Có,person_03,85
266,yes_001.MOV,Có,person_03,78
267,yes_002.MOV,Có,person_03,64
268,yes_003.MOV,Có,person_03,76
596,7912627952282.mp4,Cảm ơn,person_03,77
597,7912628227788.mp4,Cảm ơn,person_03,39
269,IMG_2345.MOV,Cảm ơn,person_03,68
270,IMG_2346.MOV,Cảm ơn,person_03,71
271,IMG_2347.MOV,Cảm ơn,person_03,76
272,IMG_2348.MOV,Cảm ơn,person_03,74
273,IMG_2349.MOV,Cảm ơn,person_03,72
274,IMG_2350.MOV,Cảm ơn,person_03,66
275,IMG_2351.MOV,Cảm ơn,person_03,66
276,IMG_2352.MOV,Cảm ơn,person_03,66
277,IMG_2353.MOV,Cảm ơn,person_03,67
278,IMG_2354.MOV,Cảm ơn,person_03,70
279,IMG_2355.MOV,Cảm ơn,person_03,57
280,thanks_001.MOV,Cảm ơn,person_03,59
281,thanks_002.MOV,Cảm ơn,person_03,99
282,thanks_003.mov,Cảm ơn,person_03,78
810,understand_001.MOV,Hiểu,person_03,34
811,understand_002.MOV,Hiểu,person_03,31
812,understand_003.MOV,Hiểu,person_03,45
813,understand_004.MOV,Hiểu,person_03,58
814,understand_005.MOV,Hiểu,person_03,47
815,understand_006.MOV,Hiểu,person_03,62
598,7912636251231.mp4,Hạnh phúc,person_03,56
283,IMG_2371.MOV,Hạnh phúc,person_03,55
284,IMG_2372.MOV,Hạnh phúc,person_03,54
285,IMG_2373.MOV,Hạnh phúc,person_03,56
286,IMG_2374.MOV,Hạnh phúc,person_03,52
287,IMG_2375.MOV,Hạnh phúc,person_03,55
288,IMG_2376.MOV,Hạnh phúc,person_03,53
289,IMG_2377.MOV,Hạnh phúc,person_03,54
290,IMG_2378.MOV,Hạnh phúc,person_03,52
291,IMG_2379.MOV,Hạnh phúc,person_03,66
292,IMG_2380.MOV,Hạnh phúc,person_03,47
293,IMG_2381.MOV,Hạnh phúc,person_03,53
294,help_001.MOV,Hạnh phúc,person_03,65
295,help_002.mov,Hạnh phúc,person_03,77
296,help_003.mov,Hạnh phúc,person_03,78
297,help_004.mov,Hạnh phúc,person_03,74
298,help_005.mov,Hạnh phúc,person_03,75
299,help_006.mov,Hạnh phúc,person_03,103
816,learn_001.MOV,Học,person_03,43
817,learn_002.MOV,Học,person_03,50
818,learn_003.MOV,Học,person_03,56
819,learn_004.MOV,Học,person_03,40
820,learn_005.MOV,Học,person_03,55
599,7912633327033.mp4,Không,person_03,80
600,7912633427660.mp4,Không,person_03,62
300,IMG_2384(1).mov,Không,person_03,71
301,IMG_2384(2).mov,Không,person_03,80
302,IMG_2384(3).mov,Không,person_03,68
303,IMG_2384(4).mov,Không,person_03,76
304,IMG_2384(5).mov,Không,person_03,76
305,IMG_2384(6).mov,Không,person_03,66
306,IMG_2384(7).mov,Không,person_03,73
307,IMG_2384(8).mov,Không,person_03,70
308,IMG_2384(9).mov,Không,person_03,65
309,IMG_2384.mov,Không,person_03,68
310,no_001.MOV,Không,person_03,94
311,no_002.MOV,Không,person_03,87
312,no_003.MOV,Không,person_03,81
821,like_001.MOV,Thích,person_03,79
823,like_003.MOV,Thích,person_03,84
824,like_004.MOV,Thích,person_03,50
825,like_005.MOV,Thích,person_03,59
601,7912636004802.mp4,Tôi,person_03,56
313,IMG_2385(1).mov,Tôi,person_03,58
314,IMG_2385(2).mov,Tôi,person_03,49
315,IMG_2385(3).mov,Tôi,person_03,59
316,IMG_2385(4).mov,Tôi,person_03,50
317,IMG_2385(5).mov,Tôi,person_03,58
318,IMG_2385(6).mov,Tôi,person_03,54
319,IMG_2385(7).mov,Tôi,person_03,46
320,IMG_2385(8).mov,Tôi,person_03,42
321,IMG_2385(9).mov,Tôi,person_03,47
322,IMG_2385.mov,Tôi,person_03,71
323,me_001.MOV,Tôi,person_03,44
325,me_003.MOV,Tôi,person_03,49
326,me_004.MOV,Tôi,person_03,64
327,me_005.MOV,Tôi,person_03,83
328,goodbye_001.MOV,Tạm biệt,person_03,59
329,goodbye_002.MOV,Tạm biệt,person_03,79
330,goodbye_003.MOV,Tạm biệt,person_03,72
332,goodbye_005.MOV,Tạm biệt,person_03,70
333,IMG_2386(1).mov,Uống,person_03,41
334,IMG_2386(2).mov,Uống,person_03,44
335,IMG_2386(3).mov,Uống,person_03,49
336,IMG_2386(4).mov,Uống,person_03,45
337,IMG_2386(5).mov,Uống,person_03,47
338,IMG_2386(6).mov,Uống,person_03,51
339,IMG_2386(7).mov,Uống,person_03,56
340,IMG_2386(8).mov,Uống,person_03,48
341,IMG_2386(9).mov,Uống,person_03,42
342,IMG_2386.mov,Uống,person_03,46
343,drink_001.MOV,Uống,person_03,45
344,drink_002.MOV,Uống,person_03,40
345,drink_003.MOV,Uống,person_03,41
346,IMG_2387(1).mov,Xin chào,person_03,71
347,IMG_2387(2).mov,Xin chào,person_03,58
348,IMG_2387(3).mov,Xin chào,person_03,58
349,IMG_2387(4).mov,Xin chào,person_03,59
350,IMG_2387(5).mov,Xin chào,person_03,68
351,IMG_2387(6).mov,Xin chào,person_03,58
352,IMG_2387(7).mov,Xin chào,person_03,50
353,IMG_2387(8).mov,Xin chào,person_03,59
355,IMG_2387.mov,Xin chào,person_03,51
356,hello_001.mov,Xin chào,person_03,60
357,hello_002.mov,Xin chào,person_03,59
358,hello_003.mov,Xin chào,person_03,57
359,hello_004.mov,Xin chào,person_03,51
360,hello_005.mov,Xin chào,person_03,56
361,hello_006.MOV,Xin chào,person_03,69
362,hello_007.MOV,Xin chào,person_03,70
363,IMG_2388(1).MOV,Xin lỗi,person_03,84
364,IMG_2388(2).mov,Xin lỗi,person_03,94
365,IMG_2388(3).mov,Xin lỗi,person_03,66
366,IMG_2388(4).mov,Xin lỗi,person_03,71
367,IMG_2388(5).mov,Xin lỗi,person_03,74
368,IMG_2388(6).mov,Xin lỗi,person_03,82
369,IMG_2388(7).mov,Xin lỗi,person_03,57
370,IMG_2388(8).mov,Xin lỗi,person_03,67
371,IMG_2388(9).mov,Xin lỗi,person_03,92
372,IMG_2388.MOV,Xin lỗi,person_03,83
373,sorry_001.MOV,Xin lỗi,person_03,68
374,sorry_002.MOV,Xin lỗi,person_03,81
375,sorry_003.mov,Xin lỗi,person_03,166
376,sorry_004.MOV,Xin lỗi,person_03,77
602,7912624242948.mp4,Ăn,person_03,31
603,7912624596005.mp4,Ăn,person_03,41
377,IMG_2329.MOV,Ăn,person_03,33
378,IMG_2332.MOV,Ăn,person_03,38
379,IMG_2333.MOV,Ăn,person_03,39
380,IMG_2334.MOV,Ăn,person_03,37
381,IMG_2335.MOV,Ăn,person_03,45
382,IMG_2338.MOV,Ăn,person_03,43
383,IMG_2339.MOV,Ăn,person_03,44
384,IMG_2340.MOV,Ăn,person_03,28
385,IMG_2341.MOV,Ăn,person_03,24
386,IMG_2342.MOV,Ăn,person_03,49
387,eat_001.MOV,Ăn,person_03,28
388,eat_002.MOV,Ăn,person_03,31
389,eat_003.MOV,Ăn,person_03,67
390,eat_004.MOV,Ăn,person_03,93
974,IMG_1992.MOV,Bạn bè,person_07,45
975,IMG_1993.MOV,Bạn bè,person_07,38
976,IMG_1994.MOV,Bạn bè,person_07,37
979,IMG_1997.MOV,Bạn bè,person_07,41
980,IMG_1998.MOV,Bạn bè,person_07,43
981,IMG_1999.MOV,Bạn bè,person_07,44
982,IMG_2001.MOV,Bạn bè,person_07,46
983,IMG_2002.MOV,Bạn bè,person_07,45
855,IMG_2003.MOV,Bố,person_07,31
856,IMG_2005.MOV,Bố,person_07,30
857,IMG_2006.MOV,Bố,person_07,34
858,IMG_2007.MOV,Bố,person_07,33
859,IMG_2008.MOV,Bố,person_07,28
860,IMG_2009.MOV,Bố,person_07,26
861,IMG_2010.MOV,Bố,person_07,31
862,IMG_2011.MOV,Bố,person_07,42
863,IMG_2012.MOV,Bố,person_07,31
864,IMG_2013.MOV,Bố,person_07,32
478,01.MOV,Có,person_07,58
479,02.MOV,Có,person_07,67
480,03.MOV,Có,person_07,64
481,04.MOV,Có,person_07,59
482,05.MOV,Có,person_07,56
483,06.MOV,Có,person_07,58
484,07.MOV,Có,person_07,59
485,08.MOV,Có,person_07,63
486,09.MOV,Có,person_07,60
487,10.mov,Có,person_07,46
488,01.MOV,Cảm ơn,person_07,60
489,02.MOV,Cảm ơn,person_07,57
490,03.MOV,Cảm ơn,person_07,58
491,04.MOV,Cảm ơn,person_07,72
492,05.MOV,Cảm ơn,person_07,67
493,06.MOV,Cảm ơn,person_07,77
494,07.MOV,Cảm ơn,person_07,76
495,08.MOV,Cảm ơn,person_07,78
496,09.MOV,Cảm ơn,person_07,57
497,10.MOV,Cảm ơn,person_07,59
